Type,Name,Website,Address
fast_food,Subway,Not Provided," SR 18, Fiat, Montpelier, Blackford County, Indiana, 47359, United States"
ice_cream,Not Provided,Not Provided," West Green Street, Montpelier, Blackford County, Indiana, 47359, United States"
restaurant,Iron Skillet,Not Provided," 1035, SR 42, Brazil, Clay County, Indiana, 47834, United States"
restaurant,Family Table,Not Provided," SR 42, Prairie City, Clay County, Indiana, 47834, United States"
fast_food,Burger King,Not Provided," West Ohio Street, Rockville, Parke County, Indiana, 47872, United States"
fast_food,A&W,Not Provided," East Barachel Lane, Greensburg, Decatur County, Indiana, 47240, United States"
restaurant,El Chile Poblano,Not Provided," North Broadway Street, Greensburg, Decatur County, Indiana, 47240, United States"
restaurant,Great Wall Buffet,Not Provided," North Broadway Street, Greensburg, Decatur County, Indiana, 47240, United States"
fast_food,Jimmy John's,Not Provided," SR 3, Greensburg, Decatur County, Indiana, 47240, United States"
cafe,Starbucks,Not Provided," SR 3, Greensburg, Decatur County, Indiana, 47240, United States"
fast_food,Dairy Queen,Not Provided," SR 3, Greensburg, Decatur County, Indiana, 47240, United States"
restaurant,Pizza Hut,Not Provided," East Freeland Road, Greensburg, Decatur County, Indiana, 47240, United States"
fast_food,Subway,Not Provided," East Freeland Road, Greensburg, Decatur County, Indiana, 47240, United States"
restaurant,Not Provided,Not Provided," East National Avenue, Brazil, Clay County, Indiana, 47834, United States"
restaurant,Hoagies and Hops Butler-Tarkington,Not Provided," West 42nd Street, Mapleton, Indianapolis, Marion County, Indiana, 46208, United States"
restaurant,Ramen Alley,Not Provided," 2nd Street, Columbus, Bartholomew County, Indiana, 47201, United States"
fast_food,Chester's,Not Provided," I 69, Madison County, Indiana, United States"
restaurant,Byrne's Grilled Pizza,Not Provided," North Illinois Street, Indianapolis, Marion County, Indiana, 46208, United States"
cafe,Starbucks,Not Provided," West 56th Street, Meridian Kessler, Indianapolis, Marion County, Indiana, 46208, United States"
restaurant,Napolese,Not Provided," East 49th Street, Meridian Kessler, Indianapolis, Marion County, Indiana, 46205, United States"
restaurant,Apocalypse Burger,Not Provided," East 49th Street, Meridian Kessler, Indianapolis, Marion County, Indiana, 46205, United States"
restaurant,Somali restaurant,Not Provided," West Morris Street, Mickleyville, Indianapolis, Marion County, Indiana, 46241, United States"
restaurant,Piezanos Pizza - Rockville,Not Provided," Rockville Road, Indianapolis, Marion County, Indiana, 46234, United States"
fast_food,Subway,Not Provided," Rockville Road, Indianapolis, Marion County, Indiana, 46234, United States"
restaurant,Super China Buffet,Not Provided," Rockville Road, Indianapolis, Marion County, Indiana, 46234, United States"
restaurant,Birrieria Ocotlan,Not Provided," Southeastern Avenue, Twin Aire, Irish Hill, Near Eastside, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,Riff Raff's,Not Provided," English Avenue, Twin Aire, Indianapolis, Marion County, Indiana, 46219, United States"
restaurant,Tienda y Panaderia Guatemalteca,Not Provided," East Washington Street, Hollywood Place, Englewood, Near Eastside, Indianapolis, Marion County, Indiana, 46201, United States"
fast_food,Papa John's,Not Provided," East Pearl Street, Hollywood Place, Near Eastside, Indianapolis, Marion County, Indiana, 46201, United States"
restaurant,Jack's Pizza,Not Provided," East Pearl Street, Hollywood Place, Near Eastside, Indianapolis, Marion County, Indiana, 46201, United States"
restaurant,Dragon City,Not Provided," East Pearl Street, Hollywood Place, Near Eastside, Indianapolis, Marion County, Indiana, 46201, United States"
restaurant,Porky's Pizza,Not Provided," Shelby Street, Garfield Park, Indianapolis, Marion County, Indiana, 46227, United States"
fast_food,Ohana Donuts & Ice Cream,Not Provided," East 116th Street, Fishers, Hamilton County, Indiana, 46037, United States"
fast_food,Domino's,Not Provided," East 116th Street, Fishers, Hamilton County, Indiana, 46037, United States"
restaurant,Joe's Grille Fishers,Not Provided," Brooks School Road, Fishers, Hamilton County, Indiana, 46037, United States"
restaurant,Passione Wood Oven Grilled Pizza and Wings,Not Provided," Brooks School Road, Fishers, Hamilton County, Indiana, 46037, United States"
fast_food,Subway,Not Provided," North Gladstone Avenue, Grace-Tuxedo, Grace Tuxedo, Near Eastside, Indianapolis, Marion County, Indiana, 46201, United States"
restaurant,Happy Garden,Not Provided," North Gladstone Avenue, Grace-Tuxedo, Grace Tuxedo, Near Eastside, Indianapolis, Marion County, Indiana, 46201, United States"
restaurant,Chucks Coney Island,Not Provided," East 10th Street, Brookside, Near Eastside, Indianapolis, Marion County, Indiana, 46219, United States"
restaurant,El Compadre,Not Provided," SR 37, Mitchell, Lawrence County, Indiana, 47446, United States"
restaurant,Sangrita Grill + Cantina,http://www.sangritafishers.com," District North Drive, Fishers, Hamilton County, Indiana, 46038, United States"
cafe,Americano,Not Provided," State Road 46, Ellettsville, Monroe County, Indiana, 47404, United States"
fast_food,Not Provided,Not Provided," Cottage Avenue, Columbus, Bartholomew County, Indiana, 47201, United States"
cafe,Starbucks,Not Provided," North Tupelo Drive, Ellettsville, Monroe County, Indiana, 47404, United States"
pub,Not Provided,Not Provided," Wabash Street, Mecca, Parke County, Indiana, 47860, United States"
restaurant,El Mr Camaron,Not Provided," South Sherman Drive, Christian Park, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,Pollo Micoacano,Not Provided," English Avenue, Christian Park, Indianapolis, Marion County, Indiana, 46219, United States"
fast_food,Freddy's,Not Provided," 9703, North Michigan Road, North Augusta Addition, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Lemus Pizza,Not Provided," English Avenue, Christian Park, Indianapolis, Marion County, Indiana, 46219, United States"
restaurant,Lemus Mexican Restaurant,Not Provided," English Avenue, Christian Park, Indianapolis, Marion County, Indiana, 46219, United States"
restaurant,Mayasari,Not Provided," North Broadway Street, Greensburg, Decatur County, Indiana, 47240, United States"
restaurant,Carriage on the Square,Not Provided," North Broadway Street, Greensburg, Decatur County, Indiana, 47240, United States"
restaurant,Stories Restaurant,Not Provided," East Main Street, Greensburg, Decatur County, Indiana, 47240, United States"
restaurant,Tarouya,Not Provided," East Main Street, Greensburg, Decatur County, Indiana, 47240, United States"
restaurant,Aunt Polly's Pizza Ribs & Chicken Delivery,Not Provided," English Avenue, Christian Park, Irvington, Indianapolis, Marion County, Indiana, 46219, United States"
restaurant,Mi Canton Mexican Restaurant,Not Provided," South Addison Street, Mount Jackson, Indianapolis, Marion County, Indiana, 46222, United States"
fast_food,Little Caesars,Not Provided," West Maryland Street, Indianapolis, Marion County, Indiana, 46222, United States"
fast_food,Culver's,Not Provided," East 136th Street, Fishers, Hamilton County, Indiana, 46060, United States"
restaurant,Koto Japanese Steakhouse,Not Provided," Tegler Drive, Hamilton County, Indiana, United States"
restaurant,Kotoyama Ramen,Not Provided," Bergen Boulevard, Hamilton County, Indiana, United States"
fast_food,Dairy Queen,Not Provided," South 300 W, Pendleton, Madison County, Indiana, 46064, United States"
cafe,Biggby Coffee,Not Provided," E 700 S, Pendleton, Madison County, Indiana, 46056, United States"
fast_food,Marco's Pizza,Not Provided," 15481, Union Chapel Road, Hamilton County, Indiana, 46060, United States"
fast_food,Culver's,Not Provided," Westfield Road, Federal Hill, Noblesville, Hamilton County, Indiana, 46060, United States"
restaurant,Happy Dragon,Not Provided," 750, Westfield Road, Federal Hill, Noblesville, Hamilton County, Indiana, 46062, United States"
fast_food,Domino's,Not Provided," 770, Westfield Road, Federal Hill, Noblesville, Hamilton County, Indiana, 46062, United States"
restaurant,Chili's,Not Provided," 16815, Mercantile Boulevard, Stony Creek Commons, Noblesville, Hamilton County, Indiana, 46060, United States"
restaurant,O'Charley's,Not Provided," 16725, Mercantile Boulevard, Stony Creek Commons, Noblesville, Hamilton County, Indiana, 46060, United States"
fast_food,Chick-fil-A,Not Provided," 16685, Mercantile Boulevard, Stony Creek Commons, Noblesville, Hamilton County, Indiana, 46060, United States"
restaurant,Bob Evans,Not Provided," Mercantile Boulevard, Stony Creek Commons, Noblesville, Hamilton County, Indiana, 46060, United States"
restaurant,Logan's Roadhouse,Not Provided," Mercantile Boulevard, Stony Creek Marketplace, Noblesville, Hamilton County, Indiana, 46060, United States"
restaurant,Red Habanero,Not Provided," 16771, Clover Road, Noblesville, Hamilton County, Indiana, 46060, United States"
restaurant,Barry's Pizza,Not Provided," West Morris Street, Belmont, Indianapolis, Marion County, Indiana, 46241, United States"
fast_food,Subway,Not Provided," 17021, Clover Road, Noblesville, Hamilton County, Indiana, 46060, United States"
restaurant,Noble Nutrition,Not Provided," 17021, Clover Road, Noblesville, Hamilton County, Indiana, 46060, United States"
cafe,Starbucks,Not Provided," Clover Road, Noblesville, Hamilton County, Indiana, 46060, United States"
fast_food,Jimmy John's,Not Provided," Clover Road, Noblesville, Hamilton County, Indiana, 46060, United States"
fast_food,Steak 'n Shake,Not Provided," 16902, Clover Road, Noblesville, Hamilton County, Indiana, 46060, United States"
fast_food,White Castle,Not Provided," Clover Road, Noblesville, Hamilton County, Indiana, 46060, United States"
fast_food,Wendy's,Not Provided," 16732, Clover Road, Noblesville, Hamilton County, Indiana, 46060, United States"
fast_food,Taco Bell,Not Provided," 16676, Clover Road, Noblesville, Hamilton County, Indiana, 46060, United States"
fast_food,Hardee's,Not Provided," East Conner Street, Noblesville, Hamilton County, Indiana, 46060, United States"
restaurant,Applebee's,Not Provided," Foundation Drive, Noblesville, Hamilton County, Indiana, 46060, United States"
ice_cream,Kilwins,Not Provided," 555, North New Jersey Street, Massachusetts Avenue Commercial District, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,LouVino Indianapolis Mass Ave Restaurant & Wine Bar,Not Provided," 555, North New Jersey Street, Massachusetts Avenue Commercial District, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,Condado Tacos,Not Provided," 555, North New Jersey Street, Massachusetts Avenue Commercial District, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,Salt on Mass,Not Provided," Massachusetts Avenue, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46202, United States"
restaurant,Goodfellas Mass Ave,Not Provided," Massachusetts Avenue, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46202, United States"
restaurant,Fat Dan's Deli,Not Provided," East Michigan Street, Massachusetts Avenue Commercial District, Lockerbie Square, Indianapolis, Marion County, Indiana, 46201, United States"
restaurant,Union 50,Not Provided," North East Street, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46202, United States"
restaurant,Mesh,Not Provided," Massachusetts Avenue, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46202, United States"
restaurant,Thaitanium,Not Provided," Massachusetts Avenue, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46202, United States"
restaurant,Tijuana Flats,Not Provided," 17535, Terry Lee Crossing, Noblesville, Hamilton County, Indiana, 46060, United States"
fast_food,McDonald's,Not Provided," Village Center Drive, Hamilton County, Indiana, 46062, United States"
fast_food,Dairy Queen,Not Provided," Pebble Village Lane, Hamilton County, Indiana, 46062, United States"
restaurant,OEC Japanese Cuisine,Not Provided," 5643, Pebble Village Lane, Hamilton County, Indiana, 46062, United States"
fast_food,Subway,Not Provided," 5703, Pebble Village Lane, Hamilton County, Indiana, 46062, United States"
restaurant,Red Robin,Not Provided," Harrell Parkway, Hamilton Town Center, Hamilton County, Indiana, 46060, United States"
restaurant,Banh Mi Eatery,http://bmeatery.com," 1201, South 4th Street, Lafayette, Tippecanoe County, Indiana, 47905, United States"
restaurant,Books & Brews,Not Provided," 13230, Harrell Parkway, Hamilton Town Center, Hamilton County, Indiana, 46060, United States"
restaurant,Livery,Not Provided," 13225, Levinson Lane, Hamilton Town Center, Hamilton County, Indiana, 46060, United States"
restaurant,Chuy's,Not Provided," Town Center Boulevard, Hamilton Town Center, Hamilton County, Indiana, 46060, United States"
ice_cream,Handel's Homemade Ice Cream,Not Provided," 14165, Cabela Parkway, Hamilton County, Indiana, 46060, United States"
fast_food,Chipotle,Not Provided," 12831, Campus Parkway, Hamilton County, Indiana, 46060, United States"
fast_food,Potbelly,Not Provided," 12831, Campus Parkway, Hamilton County, Indiana, 46060, United States"
fast_food,Panera Bread,Not Provided," 12873, Campus Parkway, Hamilton County, Indiana, 46060, United States"
cafe,Starbucks,Not Provided," Campus Parkway, Hamilton County, Indiana, 46060, United States"
restaurant,BJ's,Not Provided," Campus Parkway, Hamilton County, Indiana, 46060, United States"
fast_food,Steak 'n Shake,Not Provided," SR 32, Lebanon, Boone County, Indiana, 46052, United States"
ice_cream,Ice Cream Paradise,Not Provided," West Main Street, Lebanon, Boone County, Indiana, 46052, United States"
restaurant,Thai Nine,https://www.thainineindy.com/," 9873, North Michigan Road, North Augusta Addition, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Wendy's,Not Provided," East 96th Street, Fishers, Hamilton County, Indiana, 46038, United States"
fast_food,McDonald's,Not Provided," 9611, North by Northeast Boulevard, Indianapolis, Hamilton County, Indiana, 46037, United States"
restaurant,Noodles & Company,Not Provided," East 96th Street, Fishers, Hamilton County, Indiana, 46038, United States"
fast_food,Burger King,Not Provided," East 96th Street, Indianapolis, Marion County, Indiana, 46038, United States"
fast_food,Steak 'n Shake,Not Provided," 8157, East 96th Street, Indianapolis, Marion County, Indiana, 46256, United States"
fast_food,Jimmy John's,Not Provided," South Woodscrest Drive, Bloomington, Monroe County, Indiana, 47401, United States"
restaurant,Asuka Steakhouse & Sushu,Not Provided," South Woodscrest Drive, Bloomington, Monroe County, Indiana, 47401, United States"
restaurant,DeAngelo's,Not Provided," South Woodscrest Drive, Bloomington, Monroe County, Indiana, 47401, United States"
restaurant,Noodles & Company,Not Provided," South Woodscrest Drive, Bloomington, Monroe County, Indiana, 47401, United States"
restaurant,McAlister's Deli,Not Provided," 2618, South Woodscrest Drive, Bloomington, Monroe County, Indiana, 47401, United States"
fast_food,Domino's,Not Provided," 2618, South Woodscrest Drive, Bloomington, Monroe County, Indiana, 47401, United States"
cafe,Bee Coffee Roasteres,Not Provided," Lafayette Road, Indianapolis, Marion County, Indiana, 46254, United States"
restaurant,Mimi Blue,Not Provided," Massachusetts Avenue, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46204, United States"
restaurant,Rooster's Kitchen,Not Provided," Massachusetts Avenue, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46204, United States"
restaurant,Love Handle,Not Provided," Indianapolis Cultural Trail, Massachusetts Avenue Commercial District, Indianapolis, Marion County, Indiana, 46202, United States"
restaurant,Golden's Fish & Chicken,Not Provided," Pleasant Run Trail, Irvington, Near Eastside, Indianapolis, Marion County, Indiana, 46129, United States"
restaurant,Wings Etc.,Not Provided," 2049, Veterans Memorial Parkway South, Lafayette, Tippecanoe County, Indiana, 47909, United States"
fast_food,Arby's,Not Provided," Builder Drive, Lafayette, Tippecanoe County, Indiana, 47909, United States"
restaurant,Pizza Hut,Not Provided," Builder Drive, Lafayette, Tippecanoe County, Indiana, 47909, United States"
restaurant,Mima's Family Restaurant,Not Provided," 3401, Fairfield Court, Lafayette, Tippecanoe County, Indiana, 47909, United States"
cafe,Not Provided,Not Provided," Franklin Street, Nashville, Brown County, Indiana, 47448, United States"
ice_cream,Not Provided,Not Provided," South Honeysuckle Lane, Nashville, Brown County, Indiana, 47448, United States"
restaurant,Not Provided,Not Provided," Main St, Nashville, Brown County, Indiana, 47448, United States"
ice_cream,Not Provided,Not Provided," 15, South Van Buren Street, Nashville, Brown County, Indiana, 47448, United States"
ice_cream,Not Provided,Not Provided," Nashville, Brown County, Indiana, 47448, United States"
fast_food,Subway,Not Provided," 8191, Upland Bend, Friendswood, Hendricks County, Indiana, 46113, United States"
fast_food,McDonald's,Not Provided," South Peru Street, Cicero, Hamilton County, Indiana, 46034, United States"
restaurant,IHOP,Not Provided," North by Northeast Boulevard, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,The Little India,Not Provided," 653, East 52nd Street, Meridian Kessler, Indianapolis, Marion County, Indiana, 46205, United States"
cafe,Bovaconti Coffee,Not Provided," 1042, Virginia Avenue, North Square, Indianapolis, Marion County, Indiana, 46203, United States"
cafe,Amberson Coffee & Grocer,Not Provided," 401, South College Avenue, Indianapolis, Marion County, Indiana, 46203, United States"
cafe,Bee Coffee Roasters,Not Provided," Lafayette Road, Indianapolis, Marion County, Indiana, 46254, United States"
fast_food,Chick-fil-A,Not Provided," Tarkington Drive, West Lafayette, Tippecanoe County, Indiana, 47907, United States"
fast_food,Hardee's,Not Provided," North Lambert Street, Brazil, Clay County, Indiana, 47834, United States"
restaurant,Pappy's Bar-B-Que,Not Provided," East National Avenue, Brazil, Clay County, Indiana, 47834, United States"
restaurant,Jack's Fine Foods,Not Provided," East National Avenue, Brazil, Clay County, Indiana, 47834, United States"
restaurant,Mississippi Belle,Not Provided," East 54th Street, Indianapolis, Marion County, Indiana, 46220, United States"
fast_food,Subway,Not Provided," 1360, Indianapolis Rd, Greencastle, Putnam County, Indiana, 46135, United States"
restaurant,No. 1 Chinese Restaurant,https://no1chinese.netlify.app/," 1360, Indianapolis Rd, Greencastle, Putnam County, Indiana, 46135, United States"
fast_food,Subway,Not Provided," SR 38, Lafayette, Tippecanoe County, Indiana, 47904, United States"
restaurant,Star Fish Chicken & Gyros,Not Provided," East 25th Street, Friends and Neighbors, Indianapolis, Marion County, Indiana, 46218, United States"
restaurant,Eat To Live Cafe,Not Provided," East 38th Street, Indianapolis, Marion County, Indiana, 46235, United States"
restaurant,Not Provided,Not Provided," East Hazel Bluff Road, Clinton, Vermillion County, Indiana, 47842, United States"
restaurant,Biryani,Not Provided," Mundy Drive, Noblesville, Hamilton County, Indiana, 46038, United States"
restaurant,Afterburners Bar & Grill,Not Provided," 1755, North Lancer Street, Grissom Air Reserve Base, Peru, Miami County, Indiana, 46970, United States"
fast_food,The Dugout,Not Provided," West Rhode Street, Otterbein, Benton County, Indiana, 47970, United States"
fast_food,Chick-fil-A,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
restaurant,DiBella Subs,Not Provided," 5650, West 86th Street, Indianapolis, Marion County, Indiana, 46260, United States"
fast_food,Qdoba,Not Provided," 5630, West 86th Street, Indianapolis, Marion County, Indiana, 46260, United States"
fast_food,Subway,Not Provided," 882, Disciple's Way, Greenwood, Johnson County, Indiana, 46143, United States"
restaurant,Taqueria El Ranchito,Not Provided," Rockville Road, Indianapolis, Marion County, Indiana, 46222, United States"
restaurant,Thai Town Cuisine,Not Provided," 5130, West 38th Street, Indianapolis, Marion County, Indiana, 46254, United States"
restaurant,Walk On's Sports Bistreaux,https://purdue.campusdish.com/LocationsAndMenus/PMUMarketplace/WalkOnsSportsBistreaux," North Grant Street, West Lafayette, Tippecanoe County, Indiana, 46906, United States"
restaurant,Pizza and Parm,https://purdue.campusdish.com/LocationsAndMenus/PMUMarketplace/PizzaandParm," North Grant Street, West Lafayette, Tippecanoe County, Indiana, 46906, United States"
restaurant,BBQ District,https://purdue.campusdish.com/LocationsAndMenus/PMUMarketplace/BBQDistrict," 101, North Grant Street, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
restaurant,La Ceiba Honduran Restaurant,Not Provided," 21, Beachway Drive, Keystone Manor, Indianapolis, Marion County, Indiana, 46224, United States"
restaurant,El Pastorcito,Not Provided," Beachway Drive, Keystone Manor, Indianapolis, Marion County, Indiana, 46224, United States"
restaurant,The Tamale Place,Not Provided," 35, North Lynhurst Drive, Indianapolis, Marion County, Indiana, 46224, United States"
restaurant,Pho 21,Not Provided," Braeburn Terrace, Indianapolis, Marion County, Indiana, 46219, United States"
restaurant,Zapp Thai Restaurant,Not Provided," 2045, North State Street, Greenfield, Hancock County, Indiana, 46140, United States"
restaurant,Latin Inspired,Not Provided," North Grant Street, West Lafayette, Tippecanoe County, Indiana, 46906, United States"
restaurant,Sol Torro,Not Provided," 610, North Grant Street, West Lafayette, Tippecanoe County, Indiana, 47907, United States"
restaurant,Main Street Poke,Not Provided," 610, North Grant Street, West Lafayette, Tippecanoe County, Indiana, 47907, United States"
restaurant,Fresh Fare,Not Provided," 610, North Grant Street, West Lafayette, Tippecanoe County, Indiana, 47907, United States"
restaurant,Sushi Boss,Not Provided," West State Street, West Lafayette, Tippecanoe County, Indiana, 46906, United States"
restaurant,Aatish,Not Provided," North Grant Street, West Lafayette, Tippecanoe County, Indiana, 46906, United States"
restaurant,Chef Bill Kim,Not Provided," West State Street, West Lafayette, Tippecanoe County, Indiana, 46906, United States"
fast_food,Taco Bell,Not Provided," North Michigan Road, North Augusta Addition, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,L.A. Tacos,Not Provided," 3367, East 86th Street, Indianapolis, Marion County, Indiana, 46240, United States"
restaurant,Mexico City Kitchen,Not Provided," West 25th Street, Speedway, Marion County, Indiana, 46224, United States"
restaurant,Wichos Tacos,Not Provided," 4711, West 30th Street, Indianapolis, Marion County, Indiana, 46222, United States"
ice_cream,La Xocolata,Not Provided," Georgetown Road, Indianapolis, Marion County, Indiana, 46224, United States"
restaurant,Taqueria,Not Provided," 4711, West 34th Street, Indianapolis, Marion County, Indiana, 46222, United States"
restaurant,Los 3 Hermanos,Not Provided," 4711, West 34th Street, Indianapolis, Marion County, Indiana, 46222, United States"
restaurant,Captain Curt's Soul Food & Catering,Not Provided," West 34th Street, Indianapolis, Marion County, Indiana, 46224, United States"
restaurant,Polleria 2 Hermanos,Not Provided," 3347, Moller Road, Indianapolis, Marion County, Indiana, 46224, United States"
restaurant,TACOS 46,Not Provided," 3073, North High School Road, Speedway, Marion County, Indiana, 46224, United States"
pub,Mc Gilverys Pub & Eatery,Not Provided," North High School Road, Speedway, Marion County, Indiana, 46224, United States"
restaurant,Taqueria El Maguey,Not Provided," 5617, West 38th Street, Indianapolis, Marion County, Indiana, 46254, United States"
restaurant,Wings & Seafood,Not Provided," West 38th Street, Indianapolis, Marion County, Indiana, 46254, United States"
restaurant,Boathouse Grill,Not Provided," West 56th Street, Indianapolis, Marion County, Indiana, 46254, United States"
restaurant,Manhattan Pizzeria,Not Provided," West 56th Street, Indianapolis, Marion County, Indiana, 46254, United States"
restaurant,Boardwalk Cafe,Not Provided," 112, South Broadway, Peru, Miami County, Indiana, 46970, United States"
restaurant,Chilangos,Not Provided," East 16th Street, Indianapolis, Marion County, Indiana, 46218, United States"
restaurant,Pizza Hut,Not Provided," 5914, East 10th Street, Irvington, Indianapolis, Marion County, Indiana, 46219, United States"
restaurant,MCL Restaurant & Bakery Arlington,Not Provided," East 10th Street, Irvington, Indianapolis, Marion County, Indiana, 46219, United States"
cafe,Moe's Cafe Social Club,Not Provided," 1115, North Arlington Avenue, Indianapolis, Marion County, Indiana, 46129, United States"
fast_food,McDonald's,Not Provided," East National Avenue, Brazil, Clay County, Indiana, 47857, United States"
fast_food,Domino's,Not Provided," East 10th Street, Indianapolis, Marion County, Indiana, 46219, United States"
fast_food,Penn Station,Not Provided," 1004, North Shadeland Avenue, Indianapolis, Marion County, Indiana, 46219, United States"
restaurant,RJ's Tacos & Burritos Mexican Grill,Not Provided," North Shadeland Avenue, Indianapolis, Marion County, Indiana, 46219, United States"
fast_food,McDonald's,Not Provided," East 16th Street, Rushville, Rush County, Indiana, 46173, United States"
fast_food,Papa Murphy's,Not Provided," 10728, Rockville Road, Avon, Hendricks County, Indiana, 46123, United States"
restaurant,Milktooth,Not Provided," Virginia Avenue, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,Yummy Time,http://www.mycaferoyale.com/," West Stadium Avenue, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
fast_food,Domino's,Not Provided," West Stadium Avenue, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
restaurant,Insomnia Cookies,https://insomniacookies.com/," 602, West Stadium Avenue, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
cafe,Poole’s Performance Market,https://www.poolesperformancemarket.com/," 1317, Cass Street, Sunnymede, Wabash, Wabash County, Indiana, 46992, United States"
ice_cream,Square Scoop,Not Provided," 1028, Virginia Avenue, North Square, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,"405 W Patterson Dr, Bloomington",Not Provided," Bloomington, 405, South Rogers Street, Broadview, Bloomington, Monroe County, Indiana, 47403, United States"
cafe,Harmony Tea Shoppe,Not Provided," Virginia Avenue, North Square, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,Rusty Taco,Not Provided," 3209, Builder Drive, Lafayette, Tippecanoe County, Indiana, 47909, United States"
restaurant,Senor Tacos,Not Provided," Kyra Drive, Foxfire Apartments, Lafayette, Tippecanoe County, Indiana, 47909, United States"
fast_food,Corlew Donut Company,Not Provided," Kyra Drive, Foxfire Apartments, Lafayette, Tippecanoe County, Indiana, 47909, United States"
fast_food,Dunkin',Not Provided," 2049, Veterans Memorial Parkway South, Lafayette, Tippecanoe County, Indiana, 47909, United States"
ice_cream,Cold Stone Creamery,Not Provided," 2049, Veterans Memorial Parkway South, Lafayette, Tippecanoe County, Indiana, 47909, United States"
restaurant,Hotbox Pizza,Not Provided," 2049, Veterans Memorial Parkway South, Lafayette, Tippecanoe County, Indiana, 47909, United States"
fast_food,317 Juicery,Not Provided," 1354, Shelby Street, Indianapolis, Marion County, Indiana, 46203, United States"
fast_food,Casey's Fast Food,https://www.caseys.com/general-store/in-peru/999-n-broadway/3634," 999, North Broadway, Peru, Miami County, Indiana, 46970, United States"
restaurant,Khana Khazana,Not Provided," 108, Northwestern Avenue, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
restaurant,Greyhouse Coffee,https://greyhousecoffee.com/," 100, Northwestern Avenue, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
fast_food,Einstein Bros. Bagels,Not Provided," Northwestern Avenue, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
fast_food,Qdoba,Not Provided," Northwestern Avenue, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
restaurant,HotBox Pizza,Not Provided," 302, Vine Street, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
restaurant,Peking Chinese Restaurant,Not Provided," Promenade Parkway, Lafayette, Tippecanoe County, Indiana, 47909, United States"
ice_cream,Pink Walrus Frozen Yogurt,Not Provided," Promenade Parkway, Lafayette, Tippecanoe County, Indiana, 47909, United States"
fast_food,McDonald's,Not Provided," South Western Avenue, Marion, Grant County, Indiana, 46953, United States"
restaurant,Bob Evans,Not Provided," West McGalliard Road, Muncie, Delaware County, Indiana, 47304, United States"
fast_food,Subway,Not Provided," 6190, McCullum, Maple Valley, Knightstown, Henry County, Indiana, 46148, United States"
fast_food,McDonald's,Not Provided," 6190, McCullum, Maple Valley, Knightstown, Henry County, Indiana, 46148, United States"
fast_food,McDonald's,Not Provided," Broadway Street, Anderson, Madison County, Indiana, 46012, United States"
fast_food,McDonald's,Not Provided," East 53rd Street, Anderson, Madison County, Indiana, 46013, United States"
fast_food,Wendy's,Not Provided," North State Street, Greenfield, Hancock County, Indiana, 46140, United States"
fast_food,Taco Bell,Not Provided," North State Street, Greenfield, Hancock County, Indiana, 46140, United States"
fast_food,KFC,Not Provided," West McClarnon Drive, Greenfield, Hancock County, Indiana, 46140, United States"
fast_food,Burger King,Not Provided," North State Street, Greenfield, Hancock County, Indiana, 46140, United States"
restaurant,Dumpling House,Not Provided," West White River Boulevard, Muncie, Delaware County, Indiana, 47304, United States"
restaurant,Ninja of Japan,Not Provided," South Varsity Avenue, Muncie, Delaware County, Indiana, 47304, United States"
fast_food,Little Caesars,Not Provided," South Varsity Avenue, Muncie, Delaware County, Indiana, 47304, United States"
cafe,Sugar and Spice,https://catering.indiana.edu/sugar-spice/index.html," 900, East 7th Street, Bloomington, Monroe County, Indiana, 47405, United States"
